plant,step,kind,component,t_end_exact,optimized_lo,optimized_hi,flowstar_lo,flowstar_hi,optimized_over_flowstar_width,data_origin,duration
brusselator,38,tube,x,109527542937650465/144115188075855872,2.2546619061078297,2.3759264061095458,2.2590051681432697,2.370241301408049,1.0901538595652738,REUSED_MATCHED_REFERENCE,0.02
brusselator,38,tube,y,109527542937650465/144115188075855872,1.26942082483854,1.3865825135971281,1.277083406302712,1.380698539706946,1.1307391585503745,REUSED_MATCHED_REFERENCE,0.02
brusselator,39,endpoint,x,224819693398335165/288230376151711744,2.2349656566443,2.32452140400293,2.2381919650640385,2.3200409629825387,1.0941581404307918,REUSED_MATCHED_REFERENCE,0.02
brusselator,39,endpoint,y,224819693398335165/288230376151711744,1.2814774024073539,1.3676444485738504,1.2786725894145026,1.372165076444814,0.9216467430004315,REUSED_MATCHED_REFERENCE,0.02
brusselator,39,tube,x,224819693398335165/288230376151711744,2.234270477818914,2.3493365863121545,2.238163427436656,2.3441895040937593,1.0852623441436315,REUSED_MATCHED_REFERENCE,0.02
brusselator,39,tube,y,224819693398335165/288230376151711744,1.2707708631107197,1.3800685791012037,1.277804589208386,1.3747506678816501,1.1274072916228868,REUSED_MATCHED_REFERENCE,0.02
brusselator,40,endpoint,x,28823037615171175/36028797018963968,2.213238175301025,2.2957990211749832,2.2161120030271135,2.2917597310980797,1.0913856632482988,REUSED_MATCHED_REFERENCE,0.02
brusselator,40,endpoint,y,28823037615171175/36028797018963968,1.2835339613948546,1.3653499860739597,1.2808381225098207,1.3696962649949123,0.9207487619137659,REUSED_MATCHED_REFERENCE,0.02
brusselator,40,tube,x,28823037615171175/36028797018963968,2.2126022401071523,2.321656714274233,2.2160857982460134,2.317007693784559,1.0805828961608137,REUSED_MATCHED_REFERENCE,0.02
brusselator,40,tube,y,28823037615171175/36028797018963968,1.2735921044240857,1.3754140001871091,1.2800404050739975,1.3706161395731156,1.1241630700109304,REUSED_MATCHED_REFERENCE,0.02
brusselator,41,endpoint,x,236348908444403635/288230376151711744,2.1903823221592122,2.2663030290051336,2.1929370377924076,2.2626713494396764,1.088713791711957,REUSED_MATCHED_REFERENCE,0.02
brusselator,41,endpoint,y,236348908444403635/288230376151711744,1.2869646141920554,1.3646117796108852,1.2843865380237487,1.3687734465491666,0.9201328354793559,REUSED_MATCHED_REFERENCE,0.02
brusselator,41,tube,x,236348908444403635/288230376151711744,2.189802710569551,2.293055780604043,2.1929131099745334,2.2888684172667983,1.076053768657102,REUSED_MATCHED_REFERENCE,0.02
brusselator,41,tube,y,236348908444403635/288230376151711744,1.2771173268902731,1.3731156536809985,1.2830223667426512,1.3687942045985948,1.1192289822675543,REUSED_MATCHED_REFERENCE,0.02
brusselator,42,endpoint,x,121056757983718935/144115188075855872,2.166533868262936,2.2361715516807426,2.168801346313928,2.2329145215730413,1.0861680635277526,REUSED_MATCHED_REFERENCE,0.02
brusselator,42,endpoint,y,121056757983718935/144115188075855872,1.291647761928951,1.365312805584609,1.2891921498170091,1.3692845969404885,0.9197501924505798,REUSED_MATCHED_REFERENCE,0.02
brusselator,42,tube,x,121056757983718935/144115188075855872,2.166007289670989,2.2636856663050877,2.1687796006543967,2.2599238032649698,1.0716905062129276,REUSED_MATCHED_REFERENCE,0.02
brusselator,42,tube,y,121056757983718935/144115188075855872,1.2810816502911624,1.3731892837323771,1.286483483884227,1.3693036293832501,1.1121404446494376,REUSED_MATCHED_REFERENCE,0.02
brusselator,43,endpoint,x,247878123490472105/288230376151711744,2.1418188813836587,2.2055269461869327,2.14382765881784,2.202614217798384,1.0837182156614946,REUSED_MATCHED_REFERENCE,0.02
brusselator,43,endpoint,y,247878123490472105/288230376151711744,1.297473797387159,1.367344296796495,1.295142093081605,1.3711249461334534,0.919556144616715,REUSED_MATCHED_REFERENCE,0.02
brusselator,43,tube,x,247878123490472105/288230376151711744,2.141341840226719,2.2336816698574906,2.143807974673494,2.230311584456348,1.0674679341424942,REUSED_MATCHED_REFERENCE,0.02
brusselator,43,tube,y,247878123490472105/288230376151711744,1.286261724409072,1.3746297407548569,1.2911980790530235,1.3711423311423097,1.1053704805079758,REUSED_MATCHED_REFERENCE,0.02
brusselator,44,endpoint,x,63410682753376585/72057594037927936,2.1163534888816984,2.1744775874048625,2.1181267663096075,2.17188359688828,1.0812411724701716,REUSED_MATCHED_REFERENCE,0.02
brusselator,44,endpoint,y,63410682753376585/72057594037927936,1.3043439205990213,1.3706058733200772,1.302134430553223,1.3741978334173288,0.9194951957238263,REUSED_MATCHED_REFERENCE,0.02
brusselator,44,tube,x,63410682753376585/72057594037927936,2.11592240828558,2.203164211024327,2.118109007532404,2.20015689868883,1.0633034135200272,REUSED_MATCHED_REFERENCE,0.02
brusselator,44,tube,y,63410682753376585/72057594037927936,1.2925489822725114,1.3773368122505343,1.2970545973215564,1.3742136672529424,1.0988705547309063,REUSED_MATCHED_REFERENCE,0.02
brusselator,45,endpoint,x,259407338536540575/288230376151711744,2.090244083853311,2.1431193458226496,2.0918054754243083,2.1408177091099274,1.0788176337462616,REUSED_MATCHED_REFERENCE,0.02
brusselator,45,endpoint,y,259407338536540575/288230376151711744,1.312169850948415,1.3750046083491017,1.3100786209456827,1.3784130395712764,0.9195184310407354,REUSED_MATCHED_REFERENCE,0.02
brusselator,45,tube,x,259407338536540575/288230376151711744,2.0898553913448126,2.1722402778996006,2.0917894982833385,2.1695659258193496,1.059252644596503,REUSED_MATCHED_REFERENCE,0.02
brusselator,45,tube,y,259407338536540575/288230376151711744,1.2998467241606608,1.3812170015742526,1.3039534980744942,1.3784274288798617,1.0926008139176577,REUSED_MATCHED_REFERENCE,0.02
brusselator,46,endpoint,x,132585973029787405/144115188075855872,2.06358789570619,2.111536754775784,2.064958503011136,2.1095033095512363,1.0764186174302817,REUSED_MATCHED_REFERENCE,0.02
brusselator,46,endpoint,y,132585973029787405/144115188075855872,1.3208721498119351,1.3804553953113465,1.3188951351474285,1.383685887867704,0.9196257644459419,REUSED_MATCHED_REFERENCE,0.02
brusselator,46,tube,x,132585973029787405/144115188075855872,2.063238133933081,2.1410045419328045,2.064944162089897,2.1386356758563867,1.0552966552722225,REUSED_MATCHED_REFERENCE,0.02
brusselator,46,tube,y,132585973029787405/144115188075855872,1.308068150025645,1.3861842296371185,1.3118069136755517,1.383698943879063,1.0865749567837102,REUSED_MATCHED_REFERENCE,0.02
brusselator,47,endpoint,x,270936553582609045/288230376151711744,2.0364736758283986,2.0798040558682898,2.0376721682270325,2.078016880249621,1.0740039491577225,REUSED_MATCHED_REFERENCE,0.02
brusselator,47,endpoint,y,270936553582609045/288230376151711744,1.33037956768347,1.3868802623323615,1.3285118466020043,1.3899395298250246,0.9197920495187688,REUSED_MATCHED_REFERENCE,0.02
brusselator,47,tube,x,270936553582609045/288230376151711744,2.036159526880525,2.109540492892035,2.0376593207171654,2.107452015835359,1.0514132730830876,REUSED_MATCHED_REFERENCE,0.02
brusselator,47,tube,y,270936553582609045/288230376151711744,1.3171356693019285,1.3921592009289006,1.3205350525668527,1.3899513640751737,1.080776693500617,REUSED_MATCHED_REFERENCE,0.02
brusselator,48,endpoint,x,17293822569102705/18014398509481984,2.0089818967229855,2.047986682145198,2.0100254101747512,2.0464252775236127,1.0715639441315827,REUSED_MATCHED_REFERENCE,0.02
brusselator,48,endpoint,y,17293822569102705/18014398509481984,1.3406281611738367,1.3942079315589297,1.3388642738285619,1.397103394292126,0.919996214891568,REUSED_MATCHED_REFERENCE,0.02
brusselator,48,tube,x,17293822569102705/18014398509481984,2.0087002144527375,2.0779219386195034,2.0100139187716244,2.076090343130797,1.0476009384299674,REUSED_MATCHED_REFERENCE,0.02
brusselator,48,tube,y,17293822569102705/18014398509481984,1.3269798739543708,1.3990690993067634,1.3300664330475074,1.3971141156015485,1.075193393810262,REUSED_MATCHED_REFERENCE,0.02
brusselator,49,endpoint,x,282465768628677515/288230376151711744,1.981185483389946,2.016142130285137,1.9820876057759953,2.0147894986837978,1.0689487300856004,REUSED_MATCHED_REFERENCE,0.02
brusselator,49,endpoint,y,282465768628677515/288230376151711744,1.3515607664181364,1.4023730678729769,1.3498946459739,1.405112861824681,0.9202090410192383,REUSED_MATCHED_REFERENCE,0.02
brusselator,49,tube,x,282465768628677515/288230376151711744,1.980933315676969,2.046213926280865,1.9820773405823031,2.0446193921602407,1.0437874830912102,REUSED_MATCHED_REFERENCE,0.02
brusselator,49,tube,y,282465768628677515/288230376151711744,1.3375389480297963,1.406846878013979,1.3403369252702368,1.4051225742810067,1.069803745774946,REUSED_MATCHED_REFERENCE,0.02
brusselator,50,endpoint,x,144115188075855875/144115188075855872,1.9516486938528592,1.9858236387402333,1.9524671970938487,1.9846175486785844,1.0629726644606776,REUSED_MATCHED_REFERENCE,0.02
brusselator,50,endpoint,y,144115188075855875/144115188075855872,1.3630512999429707,1.4113897030816451,1.3615514641951751,1.413908502149952,0.9232455659624308,REUSED_MATCHED_REFERENCE,0.02
brusselator,50,tube,x,144115188075855875/144115188075855872,1.9514172727738908,2.0159825006163588,1.9524580367434299,2.0145541498261608,1.0397627908923621,REUSED_MATCHED_REFERENCE,0.02
brusselator,50,tube,y,144115188075855875/144115188075855872,1.3486777358926192,1.4155098840572442,1.3512892794467364,1.4139173038236386,1.0671284753039945,REUSED_MATCHED_REFERENCE,0.02
brusselator,51,endpoint,x,293994983674745985/288230376151711744,1.9217241324128886,1.9557814769540574,1.9224748761591357,1.9547026489685326,1.0567700331820113,REUSED_MATCHED_REFERENCE,0.02
brusselator,51,endpoint,y,293994983674745985/288230376151711744,1.3751204749790382,1.4211375144378966,1.3737885495583846,1.4234358972474557,0.9268781032785796,REUSED_MATCHED_REFERENCE,0.02
brusselator,51,tube,x,293994983674745985/288230376151711744,1.921510619182802,1.9859782913569852,1.9224667083621505,1.9846941179383593,1.0360012189681604,REUSED_MATCHED_REFERENCE,0.02
brusselator,51,tube,y,293994983674745985/288230376151711744,1.3604183799192333,1.4249311769324156,1.3628721347708397,1.4234438794697153,1.0650642033492523,REUSED_MATCHED_REFERENCE,0.02
brusselator,52,endpoint,x,74939897799445055/72057594037927936,1.8918111522021643,1.9257086457463917,1.8924988344343088,1.9247492684602143,1.0510709256501405,REUSED_MATCHED_REFERENCE,0.02
brusselator,52,endpoint,y,74939897799445055/72057594037927936,1.3877436179042868,1.4315501147901164,1.3865643109121981,1.4336453307426322,0.9304491925536458,REUSED_MATCHED_REFERENCE,0.02
brusselator,52,tube,x,74939897799445055/72057594037927936,1.8916142428686191,1.9558984077994572,1.8924915561043623,1.9547493995096814,1.0325472489036753,REUSED_MATCHED_REFERENCE,0.02
brusselator,52,tube,y,74939897799445055/72057594037927936,1.3727344232336123,1.435041491010925,1.375039245410035,1.4336525777949294,1.0630186894709028,REUSED_MATCHED_REFERENCE,0.02
brusselator,53,endpoint,x,305524198720814455/288230376151711744,1.8619480882373178,1.8956493207234761,1.8625770179142933,1.89480204302582,1.0458093475341839,REUSED_MATCHED_REFERENCE,0.02
brusselator,53,endpoint,y,305524198720814455/288230376151711744,1.4008821980873258,1.4425830651219396,1.3998413157028045,1.4444912556062193,0.9339512466269738,REUSED_MATCHED_REFERENCE,0.02
brusselator,53,tube,x,305524198720814455/288230376151711744,1.8617504941575924,1.9258080622304854,1.86255449456115,1.9247857138062465,1.0293477911882698,REUSED_MATCHED_REFERENCE,0.02
brusselator,53,tube,y,305524198720814455/288230376151711744,1.3855847475837406,1.4457947976230798,1.3877490086037831,1.4444978447027956,1.0609918049118712,REUSED_MATCHED_REFERENCE,0.02
brusselator,54,endpoint,x,155644403121924345/144115188075855872,1.8321691619636786,1.8656427638160906,1.8327433266800577,1.8649006452527341,1.0409326193277186,REUSED_MATCHED_REFERENCE,0.02
brusselator,54,endpoint,y,155644403121924345/144115188075855872,1.4145013521863061,1.4541957281369544,1.4135857582469642,1.4559319472907426,0.9373777628398009,REUSED_MATCHED_REFERENCE,0.02
brusselator,54,tube,x,155644403121924345/144115188075855872,1.831967388319328,1.8957372366179686,1.8327031621799958,1.8948335089103232,1.026388096229841,REUSED_MATCHED_REFERENCE,0.02
brusselator,54,tube,y,155644403121924345/144115188075855872,1.398932292469389,1.4571489219138214,1.4009638908350315,1.4559379487626252,1.0589836668253505,REUSED_MATCHED_REFERENCE,0.02
brusselator,55,endpoint,x,317053413766882925/288230376151711744,1.802471658152412,1.835757147750481,1.80299559720693,1.8351127718126887,1.0363766429224073,REUSED_MATCHED_REFERENCE,0.02
brusselator,55,endpoint,y,317053413766882925/288230376151711744,1.4285679276221195,1.466352393735223,1.4277670140192849,1.4679291500884628,0.9407982196968057,REUSED_MATCHED_REFERENCE,0.02
brusselator,55,tube,x,317053413766882925/288230376151711744,1.8022664924584642,1.865753847720753,1.802939725582379,1.8649601777135638,1.0236519257873369,REUSED_MATCHED_REFERENCE,0.02
brusselator,55,tube,y,317053413766882925/288230376151711744,1.4127419539397224,1.4690667726128652,1.414649941603478,1.4679346276995155,1.0570545272918723,REUSED_MATCHED_REFERENCE,0.02
brusselator,56,endpoint,x,40352252661239645/36028797018963968,1.7729104176898753,1.8059958690673452,1.7733878987191491,1.8054427231651144,1.032152006735894,REUSED_MATCHED_REFERENCE,0.02
brusselator,56,endpoint,y,40352252661239645/36028797018963968,1.443054486232071,1.4790176224082394,1.4423575444915866,1.4804474481192684,0.944164535770369,REUSED_MATCHED_REFERENCE,0.02
brusselator,56,tube,x,40352252661239645/36028797018963968,1.772702597808465,1.8358649281040504,1.7733180417764294,1.8351738192631295,1.0211225670741313,REUSED_MATCHED_REFERENCE,0.02
brusselator,56,tube,y,40352252661239645/36028797018963968,1.4269848102577265,1.4815114251873946,1.4287766599531082,1.4804524594625577,1.0551673210144992,REUSED_MATCHED_REFERENCE,0.02
brusselator,57,endpoint,x,328582628812951395/288230376151711744,1.7435180398019878,1.776378199937015,1.7439520808973508,1.7759106431863634,1.02821146451649,REUSED_MATCHED_REFERENCE,0.02
brusselator,57,endpoint,y,328582628812951395/288230376151711744,1.4579351694737097,1.4921596607570142,1.4573298250846047,1.4934566852928697,0.9473419800670856,REUSED_MATCHED_REFERENCE,0.02
brusselator,57,tube,x,328582628812951395/288230376151711744,1.7433082030657994,1.8060930409143732,1.7438697696795502,1.8054979586453337,1.0187681790135437,REUSED_MATCHED_REFERENCE,0.02
brusselator,57,tube,y,328582628812951395/288230376151711744,1.4416337084929025,1.4944497802550534,1.4433138866651547,1.4934612822295517,1.0532166460036179,REUSED_MATCHED_REFERENCE,0.02
brusselator,58,endpoint,x,167173618167992815/144115188075855872,1.7143160635403278,1.7469288094978557,1.7147095906412304,1.746541410268434,1.0245328837455727,REUSED_MATCHED_REFERENCE,0.02
brusselator,58,endpoint,y,167173618167992815/144115188075855872,1.4731859243373853,1.5057496332171179,1.4726627091540196,1.506925013806887,0.9504237735801976,REUSED_MATCHED_REFERENCE,0.02
brusselator,58,tube,x,167173618167992815/144115188075855872,1.7141047373901173,1.776465800240669,1.7146161851053383,1.7759604803969296,1.0165747695711143,REUSED_MATCHED_REFERENCE,0.02
brusselator,58,tube,y,167173618167992815/144115188075855872,1.456663490531121,1.5078517221821184,1.458238135199014,1.5069292429206291,1.051285009650202,REUSED_MATCHED_REFERENCE,0.02
brusselator,59,endpoint,x,340111843859019865/288230376151711744,1.6853149909424252,1.717678377994524,1.6856794348142208,1.717357310238432,1.0216400758796944,REUSED_MATCHED_REFERENCE,0.02
brusselator,59,endpoint,y,340111843859019865/288230376151711744,1.4887842660049364,1.519761249013116,1.488334868764519,1.5208249245534746,0.9534296650456879,REUSED_MATCHED_REFERENCE,0.02
brusselator,59,tube,x,340111843859019865/288230376151711744,1.6851025855353094,1.7470165203215757,1.6855761417708626,1.7465863402017268,1.0148128735628714,REUSED_MATCHED_REFERENCE,0.02
brusselator,59,tube,y,340111843859019865/288230376151711744,1.472050731384967,1.5216898200781366,1.4735260021613885,1.5208288276016562,1.0493895075221709,REUSED_MATCHED_REFERENCE,0.02
brusselator,60,endpoint,x,86469112845513525/72057594037927936,1.6565113027269311,1.6886671535203641,1.6568785677903575,1.6883782157384681,1.020832069183861,REUSED_MATCHED_REFERENCE,0.02
brusselator,60,endpoint,y,86469112845513525/72057594037927936,1.5047089310963238,1.534170671311362,1.5043266108609963,1.5351309589226116,0.956414989082336,REUSED_MATCHED_REFERENCE,0.02
brusselator,60,tube,x,86469112845513525/72057594037927936,1.6562980958898508,1.7177878136126798,1.6567664571833143,1.7173977796007462,1.0141576213609076,REUSED_MATCHED_REFERENCE,0.02
brusselator,60,tube,y,86469112845513525/72057594037927936,1.4877733626065202,1.5359391991373192,1.4891559558480032,1.535134573271758,1.0475703539949028,REUSED_MATCHED_REFERENCE,0.02
brusselator,61,endpoint,x,351641058905088335/288230376151711744,1.6279521014467118,1.6598807627881054,1.628322168301323,1.659621817035173,1.0200964749761927,REUSED_MATCHED_REFERENCE,0.02
brusselator,61,endpoint,y,351641058905088335/288230376151711744,1.5209423803215587,1.5489536452967225,1.520619696721365,1.549819465820193,0.9592974821259179,REUSED_MATCHED_REFERENCE,0.02
brusselator,61,tube,x,351641058905088335/288230376151711744,1.6277383946269586,1.6887672610457114,1.6282021879278024,1.6884145888465465,1.0135597565875258,REUSED_MATCHED_REFERENCE,0.02
